# Nmax = 5
# L1 L2 L3   u11 u12 u13   u21 u22 u23   u31 u32 u33   (periodicity)
4.5826 1.3452 0.1622   4 2 1   1 -1 0   1 0 0   (1)
4.5826 1.3973 0.1562   4 2 1   1 2 0   0 1 0   (1)
4.5826 1.7182 0.1270   4 2 1   -1 1 1   1 0 0   (1)
4.5826 1.8127 0.1204   4 2 1   2 -1 0   1 0 0   (1)
4.5826 1.9149 0.1140   4 2 1   2 -1 1   1 1 0   (1)
4.5826 2.0587 0.1060   4 2 1   0 1 2   -1 0 1   (1)
4.5826 2.1931 0.0995   4 2 1   -2 1 1   1 0 0   (1)
4.5826 2.2361 0.0976   4 2 1   1 -2 0   0 1 0   (12)
4.5826 2.2887 0.0953   4 2 1   1 3 0   0 1 0   (1)
4.5826 2.4398 0.0894   4 2 1   1 -2 1   1 1 0   (1)
4.5826 2.6726 0.0816   4 2 1   1 3 2   1 0 0   (1)
4.5826 2.7689 0.0788   4 1 2   0 1 3   1 0 0   (1)
4.5826 2.8702 0.0760   4 2 1   3 0 -2   1 1 1   (1)
4.5826 2.9681 0.0735   4 2 1   0 1 3   1 0 -1   (1)
4.5826 3.1320 0.0697   4 2 1   1 -3 0   0 1 0   (1)
4.5826 3.1547 0.0692   4 2 1   0 3 2   1 0 0   (1)
4.5826 3.1848 0.0685   4 2 1   1 4 0   0 1 0   (1)
4.5826 3.2514 0.0671   4 1 2   -1 1 3   1 0 0   (1)
4.5826 3.3094 0.0659   2 -4 1   1 1 3   0 1 1   (1)
4.5826 3.4983 0.0624   4 2 1   0 3 -2   1 1 0   (1)
4.5826 3.5790 0.0610   4 1 -2   2 0 3   1 0 1   (1)
4.5826 3.6384 0.0600   4 2 1   -1 3 2   1 0 0   (1)
4.5826 3.6839 0.0592   4 1 -2   1 3 2   0 1 1   (1)
4.5826 3.7353 0.0584   4 2 1   1 0 4   2 1 0   (1)
4.5826 3.9097 0.0558   4 2 1   0 1 4   -1 0 2   (1)
4.5826 4.0297 0.0542   4 2 1   1 -4 0   0 1 0   (1)
4.5826 4.0825 0.0535   4 2 1   1 5 0   0 1 0   (1)
4.5826 4.0999 0.0532   4 2 1   0 -1 4   1 0 2   (1)
4.5826 4.1231 0.0529   4 2 1   1 0 -4   2 1 0   (12)
4.5826 4.2201 0.0517   4 1 2   1 2 5   1 0 0   (1)
4.5826 4.3534 0.0501   4 2 1   1 5 -1   2 3 0   (1)
4.5826 4.4987 0.0485   4 2 1   0 5 1   1 -1 0   (1)
4.5826 4.5617 0.0478   4 2 1   1 -4 2   1 1 0   (1)
3.1623 4.5935 0.0688   3 0 1   1 3 4   -1 1 1   (1)
4.5826 4.6085 0.0474   4 2 1   1 5 3   1 0 0   (1)
3.6056 4.6160 0.0601   3 2 0   0 5 2   1 3 1   (1)
3.7417 4.6214 0.0578   3 1 -2   2 3 3   0 1 2   (1)
4.2426 4.6308 0.0509   4 1 1   1 5 1   -1 1 0   (1)
1.4142 4.6368 0.1525   1 1 0   5 0 3   2 0 1   (1)
4.2426 4.6368 0.0508   4 1 1   1 5 0   0 1 0   (1)
3.0000 4.6428 0.0718   2 2 1   -5 1 1   1 0 0   (1)
2.2361 4.6690 0.0958   2 0 1   0 3 4   1 1 2   (1)
2.4495 4.6726 0.0874   2 1 1   -1 3 4   1 0 0   (1)
3.0000 4.6786 0.0712   2 2 1   0 5 -2   1 0 1   (1)
3.7417 4.6828 0.0571   3 2 1   0 5 3   1 0 0   (1)
4.1231 4.6841 0.0518   3 2 2   0 5 4   1 1 1   (1)
4.5826 4.6853 0.0466   4 2 1   3 0 -4   0 1 3   (1)
4.6904 0.7071 0.3015   3 3 2   2 1 1   1 0 0   (1)
4.6904 0.7687 0.2774   3 3 2   0 1 0   1 0 1   (1)
4.6904 0.9293 0.2294   3 3 2   0 1 1   1 0 0   (1)
4.6904 1.1481 0.1857   3 3 2   2 1 0   0 1 1   (1)
4.6904 1.3981 0.1525   3 3 2   0 1 -1   1 2 0   (1)
4.6904 1.4460 0.1474   3 3 2   2 0 1   0 1 0   (1)
4.6904 1.6652 0.1280   3 3 2   1 0 2   0 -1 1   (1)
4.6904 1.6787 0.1270   3 3 2   -1 1 1   1 0 0   (1)
4.6904 1.9424 0.1098   3 3 2   2 1 -1   0 1 2   (1)
4.6904 2.0671 0.1031   3 3 2   2 0 -1   0 1 1   (1)
4.6904 2.1426 0.0995   3 3 2   -1 2 0   2 0 1   (1)
4.6904 2.2054 0.0967   3 3 2   2 -1 1   0 1 0   (1)
4.6904 2.2259 0.0958   3 3 2   0 1 -2   1 1 1   (1)
4.6904 2.4402 0.0874   3 3 2   -2 1 1   1 0 0   (1)
4.6904 2.5136 0.0848   3 3 2   0 1 3   1 1 1   (1)
4.6904 2.5406 0.0839   3 3 2   2 0 3   0 1 -1   (1)
4.6904 2.6024 0.0819   3 3 2   1 4 0   1 0 1   (1)
4.6904 2.8042 0.0760   3 3 2   1 2 -2   1 1 1   (1)
4.6904 2.8445 0.0750   3 3 2   4 0 1   2 -1 0   (1)
4.6904 2.9695 0.0718   3 3 2   2 -2 1   0 1 0   (1)
4.6904 2.9924 0.0712   3 3 2   1 -2 2   1 0 1   (1)
4.6904 3.0600 0.0697   3 2 -3   1 3 1   0 1 1   (1)
4.6904 3.0969 0.0688   3 3 2   0 1 -3   1 1 1   (1)
4.6904 3.2051 0.0665   3 3 2   -3 1 1   1 0 0   (1)
4.6904 3.2122 0.0664   3 3 2   4 1 -1   2 1 0   (1)
4.6904 3.3912 0.0629   3 3 2   0 1 4   1 1 1   (1)
4.6904 3.5291 0.0604   3 3 2   0 4 -1   1 0 1   (1)
4.6904 3.5484 0.0601   3 3 2   3 -2 0   1 2 1   (1)
4.6904 3.5866 0.0594   3 3 2   0 5 1   2 0 1   (1)
4.6904 3.6056 0.0591   3 3 2   2 0 -3   0 1 2   (12)
4.6904 3.6494 0.0584   3 3 2   4 -1 0   0 2 1   (1)
4.6904 3.6866 0.0578   3 3 2   1 2 -3   1 1 1   (1)
4.6904 3.7356 0.0571   3 3 2   2 -3 1   0 1 0   (1)
4.6904 3.9196 0.0544   3 3 2   5 1 -1   0 1 1   (1)
4.6904 3.9370 0.0542   3 3 -2   1 4 2   0 1 1   (1)
4.6904 3.9715 0.0537   3 3 2   -4 1 1   1 0 0   (1)
4.6904 3.9829 0.0535   3 3 2   0 1 -4   1 1 1   (1)
4.6904 4.1176 0.0518   3 -3 2   2 3 2   1 1 1   (1)
4.6904 4.1670 0.0512   3 3 2   2 0 5   0 1 -2   (1)
4.6904 4.2533 0.0501   3 3 2   5 -1 1   1 2 1   (1)
4.6904 4.2800 0.0498   3 3 2   0 1 5   1 1 1   (1)
4.6904 4.3589 0.0489   3 3 2   1 -3 3   1 2 0   (12)
4.6904 4.4569 0.0478   3 3 2   -4 1 2   0 1 1   (1)
4.6904 4.5025 0.0474   3 3 2   2 -4 1   0 1 0   (1)
4.6904 4.5776 0.0466   3 3 2   1 2 -4   1 1 1   (1)
4.5826 4.7056 0.0464   4 1 2   0 2 5   1 0 0   (1)
3.6056 4.7150 0.0588   3 2 0   0 3 4   -1 0 1   (1)
4.1231 4.7154 0.0514   4 1 0   1 5 1   1 0 0   (1)
4.2426 4.7199 0.0499   4 1 1   0 3 4   1 0 0   (1)
4.6904 4.7242 0.0451   3 3 2   1 4 -3   1 0 2   (1)
3.7417 4.7359 0.0564   3 -2 1   4 3 0   1 1 0   (1)
4.6904 4.7386 0.0450   3 3 2   -5 1 1   1 0 0   (1)
3.7417 4.7434 0.0563   3 2 1   1 -5 0   0 1 0   (1)
4.3589 4.7573 0.0482   3 3 1   1 0 5   1 1 0   (1)
3.3166 4.7673 0.0632   3 1 1   0 5 1   -1 1 0   (1)
4.1231 4.7836 0.0507   3 2 2   4 0 -3   0 1 2   (1)
4.1231 4.8081 0.0504   4 0 1   1 4 3   1 1 1   (1)
3.7417 4.8181 0.0555   3 2 1   0 2 5   2 1 0   (1)
3.6056 4.8198 0.0575   3 0 2   1 1 -5   1 0 1   (1)
4.2426 4.8247 0.0489   4 1 1   1 5 2   2 -1 0   (1)
4.6904 4.8336 0.0441   3 3 2   0 4 -3   1 2 0   (1)
4.2426 4.8419 0.0487   4 1 1   1 -1 5   1 0 1   (1)
3.1623 4.8477 0.0652   3 1 0   0 5 1   1 0 0   (1)
4.6904 4.8477 0.0440   3 3 2   5 0 -2   0 1 1   (1)
4.5826 4.8648 0.0449   4 2 1   0 1 5   1 0 -2   (1)
4.6904 4.8757 0.0437   3 3 2   0 1 -5   1 1 1   (1)
4.1231 4.9050 0.0494   4 1 0   0 4 3   -1 1 1   (1)
3.6056 4.9068 0.0565   3 0 -2   1 3 4   1 1 1   (1)
3.1623 4.9092 0.0644   3 1 0   0 3 4   1 1 1   (1)
4.3589 4.9097 0.0467   3 1 -3   1 3 4   0 1 2   (1)
3.7417 4.9208 0.0543   3 1 2   -1 2 5   1 0 0   (1)
3.0000 4.9216 0.0677   2 1 -2   1 5 1   0 2 1   (1)
4.5826 4.9232 0.0443   4 1 -2   3 0 4   1 0 1   (1)
4.5826 4.9281 0.0443   4 2 1   1 -5 0   0 1 0   (1)
2.4495 4.9329 0.0828   2 1 -1   3 0 4   1 0 1   (1)
3.7417 4.9425 0.0541   3 2 1   1 -1 5   1 0 2   (1)
2.4495 4.9497 0.0825   2 1 1   1 -5 0   0 1 0   (1)
4.3589 4.9524 0.0463   3 1 -3   3 0 4   1 0 1   (1)
4.1231 4.9527 0.0490   4 1 0   0 5 1   1 0 0   (1)
3.3166 4.9543 0.0609   3 1 1   -1 3 4   1 0 0   (1)
3.0000 4.9554 0.0673   2 1 -2   3 0 4   1 0 1   (1)
4.6904 4.9589 0.0430   3 3 2   4 -3 0   1 2 1   (1)
4.2426 4.9610 0.0475   4 1 1   1 4 -3   2 0 1   (1)
1.7321 4.9666 0.1162   1 1 -1   3 0 4   1 0 1   (1)
4.5826 4.9666 0.0439   4 1 2   1 5 -1   1 2 0   (1)
3.7417 4.9713 0.0538   3 2 1   0 3 -4   1 1 0   (1)
4.3589 4.9736 0.0461   3 1 -3   2 0 5   1 0 2   (1)
4.1231 4.9764 0.0487   3 -2 2   0 4 3   1 1 2   (1)
4.5826 4.9809 0.0438   4 2 1   0 3 -4   1 0 1   (1)
2.4495 4.9833 0.0819   2 1 1   0 4 -3   1 0 1   (1)
4.6904 4.9863 0.0428   3 -3 2   4 3 1   1 2 0   (1)
3.3166 4.9909 0.0604   3 1 -1   0 4 3   1 2 1   (1)
3.7417 4.9929 0.0535   3 1 -2   3 0 4   1 0 1   (1)
4.2426 4.9944 0.0472   4 -1 1   0 3 4   1 1 2   (1)
5.0000 1.0000 0.2000   4 0 3   0 1 0   1 0 1   (12)
5.0000 1.0198 0.1961   4 3 0   1 1 1   0 0 1   (1)
5.0000 1.0770 0.1857   4 3 0   2 1 1   1 0 1   (1)
5.0000 1.1662 0.1715   4 0 3   1 1 0   1 0 1   (1)
5.0000 1.2806 0.1562   4 0 3   0 1 1   1 0 1   (1)
5.0000 1.4142 0.1414   4 3 0   1 2 1   0 1 1   (1)
5.0000 1.5620 0.1280   4 0 3   2 1 0   1 0 1   (1)
5.0000 1.7205 0.1162   4 0 3   1 1 -1   1 0 1   (1)
5.0000 1.8868 0.1060   4 0 3   0 1 2   1 0 1   (1)
5.0000 2.0100 0.0995   4 3 0   1 1 2   0 0 1   (1)
5.0000 2.0591 0.0971   4 0 3   3 1 0   1 0 1   (1)
5.0000 2.0881 0.0958   4 3 0   1 0 2   2 1 1   (1)
5.0000 2.2361 0.0894   4 0 3   2 1 -1   1 0 1   (1)
5.0000 2.4166 0.0828   4 0 3   1 1 -2   1 0 1   (1)
5.0000 2.4413 0.0819   4 0 3   1 2 -1   1 1 0   (1)
5.0000 2.6000 0.0769   4 0 3   0 1 3   1 0 1   (1)
5.0000 2.6907 0.0743   4 3 0   3 0 2   0 1 -1   (1)
5.0000 2.7857 0.0718   4 0 3   3 1 -1   1 0 1   (1)
5.0000 2.9732 0.0673   4 0 3   2 1 -2   1 0 1   (1)
3.0000 5.0000 0.0667   2 2 1   1 0 -5   1 1 0   (1)
5.0000 3.0067 0.0665   4 3 0   1 1 3   0 0 1   (1)
5.0000 3.0265 0.0661   4 3 0   2 1 -3   1 1 1   (1)
5.0000 3.1048 0.0644   4 3 0   0 1 3   1 1 1   (1)
5.0000 3.1623 0.0632   4 0 3   5 1 0   1 0 1   (1)
5.0000 3.2802 0.0610   4 0 3   3 2 -1   2 1 0   (1)
5.0000 3.3106 0.0604   4 0 3   1 3 -1   2 1 1   (1)
5.0000 3.3526 0.0597   4 0 3   0 1 4   1 0 1   (1)
5.0000 3.4000 0.0588   4 3 0   0 2 3   1 0 -1   (1)
5.0000 3.5440 0.0564   4 0 3   3 1 -2   1 0 1   (1)
5.0000 3.6056 0.0555   4 0 3   2 3 -1   1 1 0   (1)
5.0000 3.7202 0.0538   4 0 3   -1 3 2   0 1 1   (1)
5.0000 3.7363 0.0535   4 0 3   2 1 -3   1 0 1   (1)
5.0000 3.9294 0.0509   4 0 3   1 1 -4   1 0 1   (1)
5.0000 3.9446 0.0507   4 3 0   1 5 2   0 2 1   (1)
5.0000 3.9699 0.0504   4 3 0   1 4 3   0 1 1   (1)
5.0000 4.0050 0.0499   4 3 0   1 1 4   0 0 1   (1)
5.0000 4.0447 0.0494   4 3 0   1 0 -4   1 1 1   (1)
5.0000 4.1037 0.0487   4 0 3   -2 3 2   1 1 2   (1)
5.0000 4.1231 0.0485   4 0 3   0 1 5   1 0 1   (1)
5.0000 4.2379 0.0472   4 3 0   1 -1 4   2 1 1   (1)
5.0000 4.2942 0.0466   4 0 3   1 2 -4   3 1 0   (1)
5.0000 4.3174 0.0463   4 0 3   3 1 -3   1 0 1   (1)
5.0000 4.3863 0.0456   4 3 0   0 4 3   1 2 1   (1)
5.0000 4.5122 0.0443   4 0 3   2 1 -4   1 0 1   (1)
5.0000 4.5343 0.0441   4 3 0   3 -2 3   2 0 1   (1)
5.0000 4.5651 0.0438   4 3 0   1 -2 4   1 0 1   (1)
5.0000 4.6519 0.0430   4 0 -3   3 2 3   1 1 2   (1)
5.0000 4.7074 0.0425   4 0 3   1 1 -5   1 0 1   (1)
5.0000 4.7707 0.0419   4 0 3   3 4 -1   1 1 0   (1)
5.0000 4.8415 0.0413   4 0 3   1 3 -4   2 1 0   (1)
5.0000 4.9031 0.0408   4 0 3   4 1 -3   1 0 1   (1)
5.0000 5.0000 0.0400   4 0 3   -1 4 3   0 1 1   (1)
5.0000 5.0040 0.0400   4 3 0   1 1 5   0 0 1   (1)
4.1231 5.0059 0.0485   4 0 1   1 5 0   0 1 0   (1)
3.6056 5.0077 0.0554   3 2 0   1 1 5   0 0 1   (1)
3.1623 5.0100 0.0631   3 0 1   1 5 0   0 1 0   (1)
4.3589 5.0158 0.0457   3 3 1   4 -3 1   0 1 0   (1)
5.0000 5.0160 0.0399   4 3 0   2 1 -5   1 1 2   (1)
2.2361 5.0200 0.0891   2 0 1   1 5 0   0 1 0   (1)
4.1231 5.0235 0.0483   4 1 0   2 0 5   1 0 2   (1)
3.6056 5.0307 0.0551   3 2 0   1 0 5   2 1 2   (1)
4.6904 5.0317 0.0424   3 3 2   -2 5 0   2 0 1   (1)
3.7417 5.0356 0.0531   3 -1 2   0 5 1   1 1 1   (1)
5.0000 5.0359 0.0397   4 3 0   1 0 5   1 1 -2   (1)
3.1623 5.0398 0.0627   3 1 0   2 0 5   1 0 2   (1)
4.1231 5.0468 0.0481   3 2 -2   3 1 4   1 0 3   (1)
1.4142 5.0498 0.1400   1 1 0   0 1 5   0 0 1   (1)
4.2426 5.0498 0.0467   4 1 1   -1 3 4   1 0 0   (1)
4.1231 5.0527 0.0480   4 1 0   1 1 5   -1 0 2   (1)
4.5826 5.0568 0.0432   4 2 1   0 1 -5   1 0 3   (1)
4.6904 5.0587 0.0421   3 -3 2   1 4 3   0 2 1   (1)
3.3166 5.0632 0.0595   3 1 1   1 -5 0   0 1 0   (1)
5.0000 5.0636 0.0395   4 0 3   0 5 1   1 1 1   (1)
3.6056 5.0688 0.0547   3 2 0   0 1 5   1 1 2   (1)
4.3589 5.0783 0.0452   3 3 1   1 0 -5   1 1 0   (1)
2.2361 5.0794 0.0880   2 1 0   2 0 5   1 0 2   (1)
4.5826 5.0803 0.0430   4 2 1   1 -5 1   1 2 0   (1)
2.4495 5.0827 0.0803   2 1 1   5 0 -3   0 1 2   (1)
3.7417 5.0850 0.0526   2 -3 1   1 1 5   0 1 2   (1)
3.0000 5.0881 0.0655   2 2 1   3 -4 1   0 1 0   (1)
3.1623 5.0892 0.0621   3 1 0   0 1 5   -1 0 2   (1)
3.6056 5.0915 0.0545   3 0 2   3 1 -4   1 0 1   (1)
4.1231 5.0932 0.0476   4 1 0   0 1 5   1 0 -1   (1)
4.2426 5.0936 0.0463   4 1 1   1 -5 0   0 1 0   (1)
4.5826 5.0943 0.0428   4 2 1   0 5 3   1 0 0   (1)
4.6904 5.0946 0.0418   3 3 2   3 -4 1   2 0 1   (1)
5.0990 0.3397 0.5774   4 3 1   1 1 0   0 1 0   (1)
5.0990 0.5883 0.3333   4 1 3   2 0 1   1 0 0   (1)
5.0990 0.6202 0.3162   4 3 1   1 0 0   0 1 0   (1)
5.0990 0.7338 0.2673   4 3 1   1 1 1   0 0 1   (1)
5.0990 0.8086 0.2425   4 1 3   0 0 1   1 0 0   (1)
5.0990 0.9806 0.2000   4 1 3   0 1 0   1 0 1   (1)
5.0990 1.0000 0.1961   5 1 0   0 0 1   1 0 0   (12)
5.0990 1.0190 0.1925   5 1 0   1 0 1   1 0 0   (1)
5.0990 1.0742 0.1826   5 1 0   2 0 1   1 0 0   (1)
5.0990 1.1602 0.1690   5 1 0   3 0 1   1 0 0   (1)
5.0990 1.2710 0.1543   5 1 0   1 1 1   1 0 0   (1)
5.0990 1.2860 0.1525   4 3 1   -1 0 1   2 1 0   (1)
5.0990 1.3728 0.1429   4 3 1   2 0 1   1 1 0   (1)
5.0990 1.4005 0.1400   5 1 0   0 1 1   1 0 0   (1)
5.0990 1.5442 0.1270   5 1 0   1 -1 1   1 0 0   (1)
5.0990 1.5811 0.1240   4 1 3   2 2 1   1 0 1   (1)
5.0990 1.6871 0.1162   4 3 1   1 -1 1   1 1 0   (1)
5.0990 1.6984 0.1155   5 1 0   2 -1 1   1 0 0   (1)
5.0990 1.7321 0.1132   4 1 3   -1 1 1   2 0 1   (12)
5.0990 1.7650 0.1111   4 3 1   0 2 1   1 0 0   (1)
5.0990 1.8605 0.1054   5 1 0   2 2 1   1 0 0   (1)
5.0990 1.8708 0.1048   4 3 1   1 3 0   0 1 0   (1)
5.0990 1.9014 0.1031   4 1 3   1 2 0   1 0 1   (1)
5.0990 2.0096 0.0976   5 0 1   1 2 0   0 1 0   (1)
5.0990 2.0286 0.0967   5 1 0   1 2 1   1 0 0   (1)
5.0990 2.0847 0.0941   5 0 1   3 2 0   1 1 0   (1)
5.0990 2.2014 0.0891   5 1 0   0 2 1   1 0 0   (1)
5.0990 2.2275 0.0880   5 1 0   0 1 2   -2 0 1   (1)
5.0990 2.2447 0.0874   4 3 1   1 1 -2   0 0 1   (1)
5.0990 2.3122 0.0848   4 3 1   3 0 -1   2 1 0   (1)
5.0990 2.3370 0.0839   4 3 1   3 0 2   1 1 0   (1)
5.0990 2.3778 0.0825   5 1 0   1 -2 1   1 0 0   (1)
5.0990 2.4258 0.0808   5 0 1   -2 2 1   1 1 1   (1)
5.0990 2.4416 0.0803   4 3 1   -1 1 2   2 1 0   (1)
5.0990 2.5570 0.0767   5 1 0   2 -2 1   1 0 0   (1)
5.0990 2.6239 0.0747   4 3 1   3 -1 0   1 0 0   (1)
5.0990 2.6675 0.0735   5 0 1   1 2 2   0 1 1   (1)
5.0990 2.6747 0.0733   4 3 1   1 4 0   0 1 0   (1)
5.0990 2.7386 0.0716   5 1 0   2 3 1   1 0 0   (1)
5.0990 2.8488 0.0688   4 3 1   1 0 3   1 1 -1   (1)
5.0990 2.8890 0.0679   4 1 3   2 3 0   1 0 1   (1)
5.0990 2.8956 0.0677   4 1 3   -1 2 2   2 0 1   (1)
5.0990 2.9221 0.0671   5 1 0   1 3 1   1 0 0   (1)
5.0990 2.9417 0.0667   5 1 0   -1 2 2   0 1 1   (1)
5.0990 2.9936 0.0655   4 3 1   -2 2 1   1 0 0   (1)
5.0990 3.0000 0.0654   4 3 1   1 -2 2   1 1 0   (12)
5.0990 3.0064 0.0652   5 0 1   1 3 0   0 1 0   (1)
5.0990 3.0255 0.0648   5 1 0   2 0 3   1 0 1   (1)
5.0990 3.0571 0.0642   4 3 1   3 -1 2   2 0 1   (1)
5.0990 3.1009 0.0632   5 1 0   1 1 3   -1 0 1   (1)
5.0990 3.1071 0.0631   5 1 0   0 3 1   1 0 0   (1)
5.0990 3.1440 0.0624   4 3 1   0 2 3   -1 0 1   (1)
5.0990 3.1562 0.0621   5 1 0   0 1 3   2 0 -1   (1)
5.0990 3.2225 0.0609   4 3 1   1 1 -3   0 0 1   (1)
5.0990 3.2404 0.0605   4 1 3   0 1 4   1 0 0   (1)
5.0990 3.2933 0.0595   5 1 0   1 -3 1   1 0 0   (1)
5.0990 3.2992 0.0594   5 0 1   2 3 -1   2 1 0   (1)
5.0990 3.3340 0.0588   4 3 1   0 -3 2   1 1 0   (1)
5.0990 3.3855 0.0579   5 1 0   2 2 3   0 1 2   (1)
5.0990 3.4081 0.0575   4 -3 1   3 2 0   1 1 0   (1)
5.0990 3.4696 0.0565   4 3 1   -2 0 3   1 1 1   (1)
5.0990 3.4807 0.0563   5 1 0   2 -3 1   1 0 0   (1)
5.0990 3.5137 0.0558   4 3 1   0 4 -1   1 2 0   (1)
5.0990 3.5572 0.0551   5 1 0   0 3 2   -2 1 1   (1)
5.0990 3.5842 0.0547   5 1 0   0 2 3   2 1 1   (1)
5.0990 3.6002 0.0545   4 1 -3   2 0 3   1 0 1   (1)
5.0990 3.6109 0.0543   4 3 1   -3 2 1   1 0 0   (1)
5.0990 3.6532 0.0537   4 3 1   1 1 4   0 0 1   (1)
5.0990 3.6690 0.0535   5 1 0   2 4 1   1 0 0   (1)
5.0990 3.6951 0.0531   5 0 1   -1 3 2   1 1 1   (1)
5.0990 3.8129 0.0514   4 3 1   1 -4 0   0 1 0   (1)
5.0990 3.8581 0.0508   5 1 0   1 4 1   1 0 0   (1)
5.0990 3.8879 0.0504   4 1 3   0 4 1   1 1 1   (1)
5.0990 3.8928 0.0504   4 1 3   3 4 0   1 0 1   (1)
5.0990 3.9370 0.0498   5 1 0   2 3 3   1 1 1   (1)
5.0990 4.0048 0.0490   5 0 1   1 4 0   0 1 0   (1)
5.0990 4.0144 0.0489   4 3 1   1 -4 1   1 2 0   (1)
5.0990 4.0430 0.0485   5 1 0   3 0 4   1 0 1   (1)
5.0990 4.0478 0.0485   5 1 0   0 4 1   1 0 0   (1)
5.0990 4.0668 0.0482   5 0 1   1 3 3   0 1 1   (1)
5.0990 4.0809 0.0481   4 3 1   -2 3 2   1 2 1   (1)
5.0990 4.1184 0.0476   5 1 0   0 1 4   -1 0 1   (1)
5.0990 4.1231 0.0476   4 3 1   -1 0 4   1 1 2   (12)
5.0990 4.1278 0.0475   4 1 3   1 4 -1   1 2 0   (1)
5.0990 4.1417 0.0474   4 3 1   -1 4 2   0 2 1   (1)
5.0990 4.1971 0.0467   4 3 1   -3 1 3   2 1 0   (1)
5.0990 4.2016 0.0467   4 3 1   1 1 -4   0 0 1   (1)
5.0990 4.2290 0.0464   5 0 1   1 2 4   0 1 2   (1)
5.0990 4.2381 0.0463   5 1 0   1 -4 1   1 0 0   (1)
5.0990 4.2877 0.0457   4 1 3   3 1 -3   0 0 1   (1)
5.0990 4.3012 0.0456   4 3 1   0 3 4   1 2 2   (1)
5.0990 4.3412 0.0452   5 1 0   -1 3 3   0 1 1   (1)
5.0990 4.3456 0.0451   4 1 -3   3 3 2   0 1 2   (1)
5.0990 4.3721 0.0449   5 1 0   1 2 4   -2 0 1   (1)
5.0990 4.4289 0.0443   5 1 0   2 -4 1   1 0 0   (1)
5.0990 4.4764 0.0438   4 1 3   -2 1 4   1 0 0   (1)
5.0990 4.4850 0.0437   5 0 -1   2 3 3   1 1 1   (1)
5.0990 4.5447 0.0432   5 1 0   1 -2 4   3 0 1   (1)
5.0990 4.5658 0.0430   4 1 3   1 4 -2   1 0 1   (1)
5.0990 4.5784 0.0428   5 1 0   -1 4 2   0 2 1   (1)
5.0990 4.5868 0.0428   4 1 3   3 2 -3   1 0 2   (1)
5.0990 4.6202 0.0424   5 1 0   2 5 1   1 0 0   (1)
5.0990 4.6327 0.0423   4 3 1   1 1 5   0 0 1   (1)
5.0990 4.6534 0.0421   4 1 3   -3 3 2   2 0 1   (1)
5.0990 4.6781 0.0419   4 3 1   0 -4 3   1 1 0   (1)
5.0990 4.6863 0.0418   4 1 3   -3 2 3   0 1 2   (1)
5.0990 4.7434 0.0413   5 1 0   2 3 4   2 1 1   (1)
5.0990 4.7475 0.0413   4 3 1   3 0 -4   0 1 2   (1)
5.0990 4.7838 0.0410   5 1 0   1 4 3   -1 1 1   (1)
5.0990 4.8078 0.0408   4 -3 1   4 3 0   1 1 0   (1)
5.0990 4.8118 0.0408   5 1 0   1 5 1   1 0 0   (1)
5.0990 4.8477 0.0405   4 3 1   -1 5 2   1 0 0   (1)
5.0990 4.9029 0.0400   4 3 1   0 3 -4   1 1 0   (1)
5.0990 4.9342 0.0397   4 3 1   0 2 5   1 1 1   (1)
5.0990 4.9381 0.0397   5 0 1   0 3 4   -2 1 1   (1)
5.0990 4.9653 0.0395   5 0 1   0 4 3   1 1 1   (1)
5.0990 5.0000 0.0392   4 1 -3   3 0 4   1 0 1   (12)
5.0990 5.0038 0.0392   5 1 0   0 5 1   1 0 0   (1)
5.0990 5.0154 0.0391   5 1 0   2 0 5   1 0 2   (1)
5.0990 5.0345 0.0390   5 0 1   3 5 0   1 2 0   (1)
5.0990 5.0612 0.0387   5 1 0   1 1 5   1 0 -1   (1)
5.0990 5.0877 0.0385   4 3 1   4 -3 2   1 2 0   (1)
5.0990 5.0952 0.0385   4 1 3   3 1 -4   0 0 1   (1)
3.6056 5.1216 0.0542   3 2 0   2 0 5   2 1 1   (1)
4.2426 5.1262 0.0460   4 1 1   0 5 2   1 2 1   (1)
2.4495 5.1316 0.0796   2 1 1   1 1 -5   0 0 1   (1)
5.0990 5.1366 0.0382   5 0 1   1 5 -1   1 1 0   (1)
4.3589 5.1401 0.0446   3 3 1   0 5 -3   1 0 1   (1)
5.0000 5.1420 0.0389   4 3 0   2 0 5   1 1 -1   (1)
3.1623 5.1478 0.0614   3 1 0   0 5 2   -1 2 1   (1)
3.1623 5.1575 0.0613   3 1 0   1 -5 1   1 0 0   (1)
4.3589 5.1606 0.0445   3 3 1   -5 2 1   1 0 0   (1)
4.6904 5.1742 0.0412   3 3 2   2 3 -4   1 1 1   (1)
4.2426 5.1747 0.0455   1 1 -4   5 1 1   1 0 1   (1)
2.2361 5.1769 0.0864   2 0 1   3 5 0   1 2 0   (1)
5.0990 5.1813 0.0379   4 3 1   1 1 -5   0 0 1   (1)
4.1231 5.1848 0.0468   3 2 2   0 5 -2   1 0 1   (1)
5.0990 5.1850 0.0378   5 1 0   2 -1 5   3 0 2   (1)
4.1231 5.1905 0.0467   4 1 0   1 -5 1   1 0 0   (1)
4.5826 5.1916 0.0420   4 1 2   -1 2 5   1 0 0   (1)
5.0000 5.1923 0.0385   4 3 0   1 -1 5   1 0 2   (1)
5.1962 0.2722 0.7071   5 1 1   1 0 0   0 1 0   (1)
5.1962 0.7201 0.2673   5 1 1   2 0 1   1 0 0   (1)
